respondent_id,interviewer_id,supervisor,interview_date,duration_minutes,consent,age,gender,province,phone,email,employment_status,monthly_income,marital_status,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,open_ended
71348,INT_HIGH,Nomsa Khumalo,2024-06-01,30,Yes,32.0,Other,Limpopo,0724356706,resp71348@survey.co.za,Student,,Divorced,4,5,5,3,4,1,1,2,4,2,I enjoyed the experience and would recommend it to others.
79352,INT_HIGH,Nomsa Khumalo,2024-08-12,30,Yes,29.0,Male,Eastern Cape,0632415979,resp79352@survey.co.za,Retired,13525.0,Divorced,5,4,3,4,4,2,3,2,5,3,Could be improved in some areas but generally satisfactory.
42953,INT_HIGH,Nomsa Khumalo,2024-09-18,14,Yes,47.0,Female,Eastern Cape,0765364723,resp42953@survey.co.za,Unemployed,41603.0,Single,5,2,1,4,2,3,2,1,4,5,The process was straightforward and well explained to me.
82512,INT_HIGH,Nomsa Khumalo,2024-07-04,14,Yes,32.0,Other,Western Cape,0724466272,resp82512@survey.co.za,Unemployed,33518.0,Divorced,4,4,1,2,2,2,3,3,4,4,Very satisfied with the overall quality of the service.
11504,INT_HIGH,Nomsa Khumalo,2024-09-29,18,Yes,48.0,Male,North West,0626423167,resp11504@survey.co.za,Retired,,Married,3,2,5,4,2,3,5,4,1,1,"Reasonable experience, though waiting times were a bit long."
25014,INT_HIGH,Nomsa Khumalo,2024-08-04,16,Yes,67.0,Female,Limpopo,0747391073,resp25014@survey.co.za,Student,,Widowed,1,1,3,2,4,3,5,5,1,1,The process was straightforward and well explained to me.
80381,INT_HIGH,Nomsa Khumalo,2024-06-30,19,Yes,30.0,Other,Gauteng,0711740918,resp80381@survey.co.za,Unemployed,38013.0,Widowed,4,3,4,2,1,3,5,4,2,3,"Staff were friendly, responsive, and easy to work with."
44973,INT_HIGH,Nomsa Khumalo,2024-07-19,22,Yes,45.0,Female,Limpopo,0621915485,resp44973@survey.co.za,Unemployed,22285.0,Married,5,3,4,2,3,4,2,5,4,1,The service was very helpful and professional overall.
54587,INT_HIGH,Nomsa Khumalo,2024-08-29,28,Yes,52.0,Female,KwaZulu-Natal,0614418084,resp54587@survey.co.za,Student,37434.0,Married,1,4,3,5,4,4,4,1,2,1,Could be improved in some areas but generally satisfactory.
24621,INT_HIGH,Nomsa Khumalo,2024-09-09,14,Yes,54.0,Female,Eastern Cape,0712779557,resp24621@survey.co.za,Student,42407.0,Married,2,4,1,2,4,1,3,1,3,1,The service was very helpful and professional overall.
48469,INT_HIGH,Nomsa Khumalo,2024-06-13,28,Yes,27.0,Female,Free State,0825747180,resp48469@survey.co.za,Student,22650.0,Single,5,1,3,1,5,4,3,5,2,2,I enjoyed the experience and would recommend it to others.
66985,INT_HIGH,Nomsa Khumalo,2024-07-01,16,Yes,57.0,Other,North West,0649235014,resp66985@survey.co.za,Retired,16666.0,Divorced,2,4,1,1,2,2,4,4,3,2,Could be improved in some areas but generally satisfactory.
30730,INT_HIGH,Nomsa Khumalo,2024-07-18,25,Yes,44.0,Other,Western Cape,0728147380,resp30730@survey.co.za,Employed,37087.0,Single,4,4,4,3,5,5,4,1,4,3,The process was straightforward and well explained to me.
69470,INT_HIGH,Nomsa Khumalo,2024-08-16,18,Yes,51.0,Other,Eastern Cape,0835171713,resp69470@survey.co.za,Retired,39555.0,Divorced,5,1,3,4,4,1,4,3,2,2,The service was very helpful and professional overall.
5001,INT_FAKE,Nomsa Khumalo,2024-06-28,30,Yes,57.0,Male,Gauteng,0748128865,resp5001@survey.co.za,Retired,15000.0,Single,3,3,3,3,3,3,3,3,3,3,"Good service delivery, the staff were knowledgeable."
5002,INT_FAKE,Nomsa Khumalo,2024-08-05,25,Yes,64.0,Other,Limpopo,0762371865,resp5002@survey.co.za,Employed,15000.0,Single,3,3,3,3,3,3,3,3,3,3,"Good service delivery, the staff were knowledgeable."
5003,INT_FAKE,Nomsa Khumalo,2024-06-22,15,Yes,33.0,Male,North West,0725993696,resp5003@survey.co.za,Student,15000.0,Widowed,3,3,3,3,3,3,3,3,3,3,"Good service delivery, the staff were knowledgeable."
5004,INT_FAKE,Nomsa Khumalo,2024-07-25,19,Yes,61.0,Female,Mpumalanga,0622312322,resp5004@survey.co.za,Student,15000.0,Single,3,3,3,3,3,3,3,3,3,3,"Reasonable experience, though waiting times were a bit long."
5005,INT_FAKE,Nomsa Khumalo,2024-06-30,26,Yes,56.0,Male,Gauteng,0603881241,resp5005@survey.co.za,Retired,15000.0,Widowed,3,3,3,3,3,3,3,3,3,3,"Reasonable experience, though waiting times were a bit long."
5006,INT_FAKE,Nomsa Khumalo,2024-09-01,23,Yes,64.0,Other,Free State,0817626953,resp5006@survey.co.za,Student,15000.0,Single,3,3,3,3,3,3,3,3,3,3,Could be improved in some areas but generally satisfactory.
5007,INT_FAKE,Nomsa Khumalo,2024-06-05,17,Yes,30.0,Male,Eastern Cape,0814157826,resp5007@survey.co.za,Employed,15000.0,Married,3,3,3,3,3,3,3,3,3,3,"Good service delivery, the staff were knowledgeable."
5008,INT_FAKE,Nomsa Khumalo,2024-10-16,27,Yes,63.0,Male,Eastern Cape,0632444410,resp5008@survey.co.za,Student,15000.0,Widowed,3,3,3,3,3,3,3,3,3,3,Could be improved in some areas but generally satisfactory.
5009,INT_FAKE,Nomsa Khumalo,2024-07-13,17,Yes,52.0,Female,Gauteng,0843557220,resp5009@survey.co.za,Retired,15000.0,Widowed,3,3,3,3,3,3,3,3,3,3,"Good service delivery, the staff were knowledgeable."
5010,INT_FAKE,Nomsa Khumalo,2024-08-15,20,Yes,23.0,Female,Eastern Cape,0767572195,resp5010@survey.co.za,Employed,15000.0,Divorced,3,3,3,3,3,3,3,3,3,3,The service was very helpful and professional overall.
5011,INT_FAKE,Nomsa Khumalo,2024-10-05,27,Yes,28.0,Other,North West,0815878387,resp5011@survey.co.za,Employed,15000.0,Widowed,3,3,3,3,3,3,3,3,3,3,"Reasonable experience, though waiting times were a bit long."
5012,INT_FAKE,Nomsa Khumalo,2024-06-16,21,Yes,53.0,Other,Free State,0741319096,resp5012@survey.co.za,Retired,15000.0,Divorced,3,3,3,3,3,3,3,3,3,3,I enjoyed the experience and would recommend it to others.
10425,INT001,Sarah Mokoena,2024-09-21,29,Yes,7.0,Female,North West,0639516717,resp10425@survey.co.za,Unemployed,,Divorced,5,3,4,4,1,2,3,2,4,3,"Good service delivery, the staff were knowledgeable."
44522,INT002,Sarah Mokoena,2024-07-11,26,Yes,215.0,Male,Limpopo,0769257506,resp44522@survey.co.za,Employed,28609.0,Widowed,4,2,5,2,3,1,4,2,2,2,"Good service delivery, the staff were knowledgeable."
75612,INT003,Sarah Mokoena,2024-06-17,20,Yes,16.0,Female,Eastern Cape,0718224612,resp75612@survey.co.za,Employed,12000.0,Married,5,1,1,3,3,3,2,2,5,1,I enjoyed the experience and would recommend it to others.
33416,INT004,David Nkosi,2024-09-26,1,Yes,57.0,Male,Free State,0832861110,resp33416@survey.co.za,Employed,27303.0,Single,3,1,5,3,2,5,5,1,1,4,The service was very helpful and professional overall.
76542,INT005,David Nkosi,2024-07-06,290,Yes,54.0,Male,KwaZulu-Natal,0614387157,resp76542@survey.co.za,Retired,18460.0,Widowed,3,2,3,4,5,4,1,2,3,3,The service was very helpful and professional overall.
23947,INT006,Thabo Dlamini,2024-09-18,23,Yes,37.0,Female,Mpumalanga,0000000000,resp23947@survey.co.za,Retired,10585.0,Divorced,3,3,4,3,2,2,5,4,2,2,The service was very helpful and professional overall.
49117,INT007,Thabo Dlamini,2024-10-12,16,Yes,31.0,Male,Northern Cape,CALL ME BACK,resp49117@survey.co.za,Retired,,Divorced,3,4,2,4,1,4,1,2,5,1,The process was straightforward and well explained to me.
76540,INT001,Sarah Mokoena,2024-09-12,30,Yes,44.0,Male,Limpopo,0824310073,resp76540@survey.co.za,Student,9500000.0,Single,5,2,4,4,2,5,5,5,4,3,The service was very helpful and professional overall.
89818,INT002,Sarah Mokoena,2024-06-08,18,Refused,56.0,Female,North West,0845340101,resp89818@survey.co.za,Unemployed,40441.0,Divorced,3,2,1,5,5,3,5,3,2,1,"Reasonable experience, though waiting times were a bit long."
36071,INT002,Sarah Mokoena,2024-07-31,25,Refused,54.0,Male,Gauteng,0829947098,resp36071@survey.co.za,Unemployed,38259.0,Divorced,3,1,1,1,4,3,5,1,4,3,"Staff were friendly, responsive, and easy to work with."
30032,INT002,Sarah Mokoena,2024-09-14,26,Refused,40.0,Other,KwaZulu-Natal,0612547674,resp30032@survey.co.za,Employed,21228.0,Widowed,1,3,5,5,2,3,4,1,2,4,Could be improved in some areas but generally satisfactory.
24592,INT001,Sarah Mokoena,2024-08-23,22,Yes,45.0,Female,Northern Cape,0799563838,resp24592@survey.co.za,Retired,31985.0,Widowed,1,3,5,2,5,5,5,2,3,3,I enjoyed the experience and would recommend it to others.
59009,INT003,Sarah Mokoena,2024-10-04,16,Yes,52.0,Male,Free State,0821111111,resp59009@survey.co.za,Unemployed,39488.0,Married,4,5,5,5,4,3,5,4,4,4,Could be improved in some areas but generally satisfactory.
31174,INT004,David Nkosi,2024-09-13,18,Yes,53.0,Other,Free State,0821111111,resp31174@survey.co.za,Student,38632.0,Divorced,5,1,2,4,4,1,2,5,3,1,The service was very helpful and professional overall.
80697,INT001,Sarah Mokoena,2024-07-26,23,Yes,31.0,Male,Mpumalanga,0629200596,resp80697@survey.co.za,Employed,24874.0,Single,3,4,1,2,2,5,4,1,3,3,no comment lol lol lol lol lol
79514,INT005,David Nkosi,2024-09-24,27,Yes,44.0,Male,Gauteng,0798534223,resp79514@survey.co.za,Unemployed,25296.0,Divorced,5,4,3,4,4,5,2,2,5,4,no comment lol lol lol lol lol
10074,INT006,Thabo Dlamini,2024-08-19,26,Yes,61.0,Other,North West,0743076710,resp10074@survey.co.za,Employed,,Married,4,3,5,1,4,3,1,2,1,5,asdfghjkl
